10058 20:02:39.435446 stat64("/usr/share/perl/5.8/Class/Struct.pm", {st_mode=S_IFREG|0644, st_size=20512, ...}) = 0
10058 20:02:39.435467 open("/usr/share/perl/5.8/Class/Struct.pm", O_RDONLY|O_LARGEFILE) = 10
10058 20:02:39.435482 ioctl(10, SNDCTL_TMR_TIMEBASE or TCGETS, 0xbf93d258) = -1 ENOTTY (Inappropriate ioctl for device)
10058 20:02:39.435494 _llseek(10, 0, [0], SEEK_CUR) = 0
10058 20:02:39.435513 read(10, "package Class::Struct;\n\n## See POD after __END__\n\nuse 5.006_001;\n\nuse strict;\nuse warnings::register;\nour(@ISA, @EXPORT, $VERSION);\n\nuse Carp;\n\nrequire Exporter;\n@ISA = qw(Exporter);\n@EXPORT = qw(struct);\n\n$VERSION = \'0.63\';\n\n## Tested on 5.002 and 5.003 without class membership tests:\nmy $CHECK_CLASS_MEMBERSHIP = ($] >= 5.003_95);\n\nmy $print = 0;\nsub printem {\n    if (@_) { $print = shift }\n    else    { $print++ }\n}\n\n{\n    package Class::Struct::Tie_ISA;\n\n    sub TIEARRAY {\n        my $class = shift;\n        return bless [], $class;\n    }\n\n    sub STORE {\n        my ($self, $index, $value) = @_;\n        Class::Struct::_subclass_error();\n    }\n\n    sub FETCH {\n        my ($self, $index) = @_;\n        $self->[$index];\n    }\n\n    sub FETCHSIZE {\n        my $self = shift;\n        return scalar(@$self);\n    }\n\n    sub DESTROY { }\n}\n\nsub import {\n    my $self = shift;\n\n    if ( @_ == 0 ) {\n      $self->export_to_level( 1, $self, @EXPORT );\n    } elsif ( @_ == 1 ) {\n\t# This is admittedly a little bit silly:\n\t# do we ever export anything else than \'struct\'...?\n      $self->export_to_level( 1, $self, @_ );\n    } else {\n      goto &struct;\n    }\n}\n\nsub struct {\n\n    # Determine parameter list structure, one of:\n    #   struct( class => [ element-list ])\n    #   struct( class => { element-list })\n    #   struct( element-list )\n    # Latter form assumes current package name as struct name.\n\n    my ($class, @decls);\n    my $base_type = ref $_[1];\n    if ( $base_type eq \'HASH\' ) {\n        $class = shift;\n        @decls = %{shift()};\n        _usage_error() if @_;\n    }\n    elsif ( $base_type eq \'ARRAY\' ) {\n        $class = shift;\n        @decls = @{shift()};\n        _usage_error() if @_;\n    }\n    else {\n        $base_type = \'ARRAY\';\n        $class = (caller())[0];\n        @decls = @_;\n    }\n\n    _usage_error() if @decls % 2 == 1;\n\n    # Ensure we are not, and will not be, a subclass.\n\n    my $isa = do {\n        no strict \'refs\';\n        \\@{$class . \'::ISA\'};\n    };\n    _subclass_error() if @$isa;\n    tie @$isa, \'Class::Struct::Tie_ISA\';\n\n    # Create constructor.\n\n    croak \"function \'new\' already defined in package $class\"\n        if do { no strict \'refs\'; defined &{$class . \"::new\"} };\n\n    my @methods = ();\n    my %refs = ();\n    my %arrays = ();\n    my %hashes = ();\n    my %classes = ();\n    my $got_class = 0;\n    my $out = \'\';\n\n    $out = \"{\\n  package $class;\\n  use Carp;\\n  sub new {\\n\";\n    $out .= \"    my (\\$class, \\%init) = \\@_;\\n\";\n    $out .= \"    \\$class = __PACKAGE__ unless \\@_;\\n\";\n\n    my $cnt = 0;\n    my $idx = 0;\n    my( $cmt, $name, $type, $elem );\n\n    if( $base_type eq \'HASH\' ){\n        $out .= \"    my(\\$r) = {};\\n\";\n        $cmt = \'\';\n    }\n    elsif( $base_type eq \'ARRAY\' ){\n        $out .= \"    my(\\$r) = [];\\n\";\n    }\n    while( $idx < @decls ){\n        $name = $decls[$idx];\n        $type = $decls[$idx+1];\n        push( @methods, $name );\n        if( $base_type eq \'HASH\' ){\n            $elem = \"{\'${class}::$name\'}\";\n        }\n        elsif( $base_type eq \'ARRAY\' ){\n            $elem = \"[$cnt]\";\n            ++$cnt;\n            $cmt = \" # $name\";\n        }\n        if( $type =~ /^\\*(.)/ ){\n            $refs{$name}++;\n            $type = $1;\n        }\n        my $init = \"defined(\\$init{\'$name\'}) ? \\$init{\'$name\'} :\";\n        if( $type eq \'@\' ){\n            $out .= \"    croak \'Initializer for $name must be array reference\'\\n\"; \n            $out .= \"        if defined(\\$init{\'$name\'}) && ref(\\$init{\'$name\'}) ne \'ARRAY\';\\n\";\n            $out .= \"    \\$r->$elem = $init [];$cmt\\n\"; \n            $arrays{$name}++;\n        }\n        elsif( $type eq \'%\' ){\n            $out .= \"    croak \'Initializer for $name must be hash reference\'\\n\";\n            $out .= \"        if defined(\\$init{\'$name\'}) && ref(\\$init{\'$name\'}) ne \'HASH\';\\n\";\n            $out .= \"    \\$r->$elem = $init {};$cmt\\n\";\n            $hashes{$name}++;\n        }\n        elsif ( $type eq \'$\') {\n            $out .= \"    \\$r->$elem = $init undef;$cmt\\n\";\n        }\n        elsif( $type =~ /^\\w+(?:::\\w+)*$/ ){\n            $out .= \"    if (defined(\\$init{\'$name\'}))", 4096) = 4096
10058 20:02:39.435940 brk(0x82de000)    = 0x82de000
10058 20:02:39.436328 read(10, " {\\n\";\n           $out .= \"       if (ref \\$init{\'$name\'} eq \'HASH\')\\n\";\n            $out .= \"            { \\$r->$elem = $type->new(\\%{\\$init{\'$name\'}}) } $cmt\\n\";\n           $out .= \"       elsif (UNIVERSAL::isa(\\$init{\'$name\'}, \'$type\'))\\n\";\n            $out .= \"            { \\$r->$elem = \\$init{\'$name\'} } $cmt\\n\";\n            $out .= \"       else { croak \'Initializer for $name must be hash or $type reference\' }\\n\";\n            $out .= \"    }\\n\";\n            $classes{$name} = $type;\n            $got_class = 1;\n        }\n        else{\n            croak \"\'$type\' is not a valid struct element type\";\n        }\n        $idx += 2;\n    }\n    $out .= \"    bless \\$r, \\$class;\\n  }\\n\";\n\n    # Create accessor methods.\n\n    my( $pre, $pst, $sel );\n    $cnt = 0;\n    foreach $name (@methods){\n        if ( do { no strict \'refs\'; defined &{$class . \"::$name\"} } ) {\n            warnings::warnif(\"function \'$name\' already defined, overrides struct accessor method\");\n        }\n        else {\n            $pre = $pst = $cmt = $sel = \'\';\n            if( defined $refs{$name} ){\n                $pre = \"\\\\(\";\n                $pst = \")\";\n                $cmt = \" # returns ref\";\n            }\n            $out .= \"  sub $name {$cmt\\n    my \\$r = shift;\\n\";\n            if( $base_type eq \'ARRAY\' ){\n                $elem = \"[$cnt]\";\n                ++$cnt;\n            }\n            elsif( $base_type eq \'HASH\' ){\n                $elem = \"{\'${class}::$name\'}\";\n            }\n            if( defined $arrays{$name} ){\n                $out .= \"    my \\$i;\\n\";\n                $out .= \"    \\@_ ? (\\$i = shift) : return \\$r->$elem;\\n\"; \n                $out .= \"    if (ref(\\$i) eq \'ARRAY\' && !\\@_) { \\$r->$elem = \\$i; return \\$r }\\n\";\n                $sel = \"->[\\$i]\";\n            }\n            elsif( defined $hashes{$name} ){\n                $out .= \"    my \\$i;\\n\";\n                $out .= \"    \\@_ ? (\\$i = shift) : return \\$r->$elem;\\n\";\n                $out .= \"    if (ref(\\$i) eq \'HASH\' && !\\@_) { \\$r->$elem = \\$i; return \\$r }\\n\";\n                $sel = \"->{\\$i}\";\n            }\n            elsif( defined $classes{$name} ){\n                if ( $CHECK_CLASS_MEMBERSHIP ) {\n                    $out .= \"    croak \'$name argument is wrong class\' if \\@_ && ! UNIVERSAL::isa(\\$_[0], \'$classes{$name}\');\\n\";\n                }\n            }\n            $out .= \"    croak \'Too many args to $name\' if \\@_ > 1;\\n\";\n            $out .= \"    \\@_ ? ($pre\\$r->$elem$sel = shift$pst) : $pre\\$r->$elem$sel$pst;\\n\";\n            $out .= \"  }\\n\";\n        }\n    }\n    $out .= \"}\\n1;\\n\";\n\n    print $out if $print;\n    my $result = eval $out;\n    carp $@ if $@;\n}\n\nsub _usage_error {\n    confess \"struct usage error\";\n}\n\nsub _subclass_error {\n    croak \'struct class cannot be a subclass (@ISA not allowed)\';\n}\n\n1; # for require\n\n\n__END__\n\n=head1 NAME\n\nClass::Struct - declare struct-like datatypes as Perl classes\n\n=head1 SYNOPSIS\n\n    use Class::Struct;\n            # declare struct, based on array:\n    struct( CLASS_NAME => [ ELEMENT_NAME => ELEMENT_TYPE, ... ]);\n            # declare struct, based on hash:\n    struct( CLASS_NAME => { ELEMENT_NAME => ELEMENT_TYPE, ... });\n\n    package CLASS_NAME;\n    use Class::Struct;\n            # declare struct, based on array, implicit class name:\n    struct( ELEMENT_NAME => ELEMENT_TYPE, ... );\n\n    # Declare struct at compile time\n    use Class::Struct CLASS_NAME => [ ELEMENT_NAME => ELEMENT_TYPE, ... ];\n    use Class::Struct CLASS_NAME => { ELEMENT_NAME => ELEMENT_TYPE, ... };\n\n    # declare struct at compile time, based on array, implicit class name:\n    package CLASS_NAME;\n    use Class::Struct ELEMENT_NAME => ELEMENT_TYPE, ... ;\n\n    package Myobj;\n    use Class::Struct;\n            # declare struct with four types of elements:\n    struct( s => \'$\', a => \'@\', h => \'%\', c => \'My_Other_Class\' );\n\n    $obj = new Myobj;               # constructor\n\n                                    # scalar type accessor:\n    $element_value = $obj->s;           # element value\n    $obj->s(\'new value\');               # assign to element\n\n                             ", 4096) = 4096
10058 20:02:39.436969 _llseek(10, 6916, [6916], SEEK_SET) = 0
10058 20:02:39.436986 _llseek(10, 0, [6916], SEEK_CUR) = 0
10058 20:02:39.436997 close(10)         = 0
10058 20:02:39.437188 _llseek(8, 1334, [1334], SEEK_SET) = 0
10058 20:02:39.437205 _llseek(8, 0, [1334], SEEK_CUR) = 0
10058 20:02:39.437216 close(8)          = 0
10058 20:02:39.437817 brk(0x82ff000)    = 0x82ff000
10058 20:02:39.437965 _llseek(6, 2689, [2689], SEEK_SET) = 0
10058 20:02:39.437980 _llseek(6, 0, [2689], SEEK_CUR) = 0
10058 20:02:39.437991 close(6)          = 0
10058 20:02:39.438209 clone(child_stack=0, flags=CLONE_CHILD_CLEARTID|CLONE_CHILD_SETTID|SIGCHLD, child_tidptr=0xb7d7e908) = 10059
10059 20:02:39.602336 getppid()         = 10058
10059 20:02:39.602784 open("/etc/nsswitch.conf", O_RDONLY) = 6
10059 20:02:39.602819 fstat64(6, {st_mode=S_IFREG|0644, st_size=475, ...}) = 0
10059 20:02:39.602839 mmap2(NULL, 4096, PROT_READ|PROT_WRITE, MAP_PRIVATE|MAP_ANONYMOUS, -1, 0) = 0xb7f44000
10059 20:02:39.602854 read(6, "# /etc/nsswitch.conf\n#\n# Example configuration of GNU Name Service Switch functionality.\n# If you have the `glibc-doc-reference\' and `info\' packages installed, try:\n# `info libc \"Name Service Switch\"\' for information about this file.\n\npasswd:         compat\ngroup:          compat\nshadow:         compat\n\nhosts:          files dns\nnetworks:       files\n\nprotocols:      db files\nservices:       db files\nethers:         db files\nrpc:            db files\n\nnetgroup:       nis\n", 4096) = 475
10059 20:02:39.602905 read(6, "", 4096) = 0
10059 20:02:39.602915 close(6)          = 0
10059 20:02:39.602925 munmap(0xb7f44000, 4096) = 0
10059 20:02:39.602952 open("/etc/ld.so.cache", O_RDONLY) = 6
10059 20:02:39.602966 fstat64(6, {st_mode=S_IFREG|0644, st_size=29913, ...}) = 0
10059 20:02:39.602983 mmap2(NULL, 29913, PROT_READ, MAP_PRIVATE, 6, 0) = 0xb7d4b000
10059 20:02:39.602994 close(6)          = 0
10059 20:02:39.603005 access("/etc/ld.so.nohwcap", F_OK) = -1 ENOENT (No such file or directory)
10059 20:02:39.603023 open("/lib/tls/i686/sse2/cmov/libnss_db.so.2", O_RDONLY) = -1 ENOENT (No such file or directory)
10059 20:02:39.603037 stat64("/lib/tls/i686/sse2/cmov", 0xbf93dddc) = -1 ENOENT (No such file or directory)
10059 20:02:39.603084 open("/lib/tls/i686/sse2/libnss_db.so.2", O_RDONLY) = -1 ENOENT (No such file or directory)
10059 20:02:39.603112 stat64("/lib/tls/i686/sse2", 0xbf93dddc) = -1 ENOENT (No such file or directory)
10059 20:02:39.603124 open("/lib/tls/i686/cmov/libnss_db.so.2", O_RDONLY) = -1 ENOENT (No such file or directory)
10059 20:02:39.603136 stat64("/lib/tls/i686/cmov", {st_mode=S_IFDIR|0755, st_size=4096, ...}) = 0
10059 20:02:39.603154 open("/lib/tls/i686/libnss_db.so.2", O_RDONLY) = -1 ENOENT (No such file or directory)
10059 20:02:39.603167 stat64("/lib/tls/i686", {st_mode=S_IFDIR|0755, st_size=4096, ...}) = 0
10059 20:02:39.603184 open("/lib/tls/sse2/cmov/libnss_db.so.2", O_RDONLY) = -1 ENOENT (No such file or directory)
10059 20:02:39.603196 stat64("/lib/tls/sse2/cmov", 0xbf93dddc) = -1 ENOENT (No such file or directory)
10059 20:02:39.603207 open("/lib/tls/sse2/libnss_db.so.2", O_RDONLY) = -1 ENOENT (No such file or directory)
10059 20:02:39.603219 stat64("/lib/tls/sse2", 0xbf93dddc) = -1 ENOENT (No such file or directory)
10059 20:02:39.603230 open("/lib/tls/cmov/libnss_db.so.2", O_RDONLY) = -1 ENOENT (No such file or directory)
10059 20:02:39.603242 stat64("/lib/tls/cmov", 0xbf93dddc) = -1 ENOENT (No such file or directory)
10059 20:02:39.603253 open("/lib/tls/libnss_db.so.2", O_RDONLY) = -1 ENOENT (No such file or directory)
10059 20:02:39.603265 stat64("/lib/tls", {st_mode=S_IFDIR|0755, st_size=4096, ...}) = 0
10059 20:02:39.603281 open("/lib/i686/sse2/cmov/libnss_db.so.2", O_RDONLY) = -1 ENOENT (No such file or directory)
10059 20:02:39.603294 stat64("/lib/i686/sse2/cmov", 0xbf93dddc) = -1 ENOENT (No such file or directory)
10059 20:02:39.603305 open("/lib/i686/sse2/libnss_db.so.2", O_RDONLY) = -1 ENOENT (No such file or directory)
10059 20:02:39.603317 stat64("/lib/i686/sse2", 0xbf93dddc) = -1 ENOENT (No such file or directory)
10059 20:02:39.603328 open("/lib/i686/cmov/libnss_db.so.2", O_RDONLY) = -1 ENOENT (No such file or directory)
10059 20:02:39.603339 stat64("/lib/i686/cmov", 0xbf93dddc) = -1 ENOENT (No such file or directory)
10059 20:02:39.603350 open("/lib/i686/libnss_db.so.2", O_RDONLY) = -1 ENOENT (No such file or directory)
10059 20:02:39.603362 stat64("/lib/i686", 0xbf93dddc) = -1 ENOENT (No such file or directory)
10059 20:02:39.603372 open("/lib/sse2/cmov/libnss_db.so.2", O_RDONLY) = -1 ENOENT (No such file or directory)
10059 20:02:39.603385 stat64("/lib/sse2/cmov", 0xbf93dddc) = -1 ENOENT (No such file or directory)
10059 20:02:39.603395 open("/lib/sse2/libnss_db.so.2", O_RDONLY) = -1 ENOENT (No such file or directory)
10059 20:02:39.603410 stat64("/lib/sse2", 0xbf93dddc) = -1 ENOENT (No such file or directory)
10059 20:02:39.603421 open("/lib/cmov/libnss_db.so.2", O_RDONLY) = -1 ENOENT (No such file or directory)
10059 20:02:39.603433 stat64("/lib/cmov", 0xbf93dddc) = -1 ENOENT (No such file or directory)
10059 20:02:39.603444 open("/lib/libnss_db.so.2", O_RDONLY) = -1 ENOENT (No such file or directory)
10059 20:02:39.603455 stat64("/lib", {st_mode=S_IFDIR|0755, st_size=4096, ...}) = 0
10059 20:02:39.603471 open("/usr/lib/tls/i686/sse2/cmov/libnss_db.so.2", O_RDONLY) = -1 ENOENT (No such file or directory)
10059 20:02:39.603484 stat64("/usr/lib/tls/i686/sse2/cmov", 0xbf93dddc) = -1 ENOENT (No such file or directory)
10059 20:02:39.603496 open("/usr/lib/tls/i686/sse2/libnss_db.so.2", O_RDONLY) = -1 ENOENT (No such file or directory)
10059 20:02:39.603508 stat64("/usr/lib/tls/i686/sse2", 0xbf93dddc) = -1 ENOENT (No such file or directory)
10059 20:02:39.603520 open("/usr/lib/tls/i686/cmov/libnss_db.so.2", O_RDONLY) = -1 ENOENT (No such file or directory)
10059 20:02:39.603532 stat64("/usr/lib/tls/i686/cmov", 0xbf93dddc) = -1 ENOENT (No such file or directory)
10059 20:02:39.603571 open("/usr/lib/tls/i686/libnss_db.so.2", O_RDONLY) = -1 ENOENT (No such file or directory)
10059 20:02:39.603584 stat64("/usr/lib/tls/i686", 0xbf93dddc) = -1 ENOENT (No such file or directory)
10059 20:02:39.603596 open("/usr/lib/tls/sse2/cmov/libnss_db.so.2", O_RDONLY) = -1 ENOENT (No such file or directory)
10059 20:02:39.603622 stat64("/usr/lib/tls/sse2/cmov", 0xbf93dddc) = -1 ENOENT (No such file or directory)
10059 20:02:39.603634 open("/usr/lib/tls/sse2/libnss_db.so.2", O_RDONLY) = -1 ENOENT (No such file or directory)
10059 20:02:39.603646 stat64("/usr/lib/tls/sse2", 0xbf93dddc) = -1 ENOENT (No such file or directory)
10059 20:02:39.603657 open("/usr/lib/tls/cmov/libnss_db.so.2", O_RDONLY) = -1 ENOENT (No such file or directory)
10059 20:02:39.603669 stat64("/usr/lib/tls/cmov", 0xbf93dddc) = -1 ENOENT (No such file or directory)
10059 20:02:39.603680 open("/usr/lib/tls/libnss_db.so.2", O_RDONLY) = -1 ENOENT (No such file or directory)
10059 20:02:39.603692 stat64("/usr/lib/tls", 0xbf93dddc) = -1 ENOENT (No such file or directory)
10059 20:02:39.603703 open("/usr/lib/i686/sse2/cmov/libnss_db.so.2", O_RDONLY) = -1 ENOENT (No such file or directory)
10059 20:02:39.603716 stat64("/usr/lib/i686/sse2/cmov", 0xbf93dddc) = -1 ENOENT (No such file or directory)
10059 20:02:39.603727 open("/usr/lib/i686/sse2/libnss_db.so.2", O_RDONLY) = -1 ENOENT (No such file or directory)
10059 20:02:39.603740 stat64("/usr/lib/i686/sse2", 0xbf93dddc) = -1 ENOENT (No such file or directory)
10059 20:02:39.603751 open("/usr/lib/i686/cmov/libnss_db.so.2", O_RDONLY) = -1 ENOENT (No such file or directory)
10059 20:02:39.603763 stat64("/usr/lib/i686/cmov", {st_mode=S_IFDIR|0755, st_size=4096, ...}) = 0
10059 20:02:39.603781 open("/usr/lib/i686/libnss_db.so.2", O_RDONLY) = -1 ENOENT (No such file or directory)
10059 20:02:39.603793 stat64("/usr/lib/i686", {st_mode=S_IFDIR|0755, st_size=4096, ...}) = 0
10059 20:02:39.603810 open("/usr/lib/sse2/cmov/libnss_db.so.2", O_RDONLY) = -1 ENOENT (No such file or directory)
10059 20:02:39.603822 stat64("/usr/lib/sse2/cmov", 0xbf93dddc) = -1 ENOENT (No such file or directory)
10059 20:02:39.603833 open("/usr/lib/sse2/libnss_db.so.2", O_RDONLY) = -1 ENOENT (No such file or directory)
10059 20:02:39.603845 stat64("/usr/lib/sse2", 0xbf93dddc) = -1 ENOENT (No such file or directory)
10059 20:02:39.603856 open("/usr/lib/cmov/libnss_db.so.2", O_RDONLY) = -1 ENOENT (No such file or directory)
10059 20:02:39.603868 stat64("/usr/lib/cmov", 0xbf93dddc) = -1 ENOENT (No such file or directory)
10059 20:02:39.603879 open("/usr/lib/libnss_db.so.2", O_RDONLY) = -1 ENOENT (No such file or directory)
10059 20:02:39.603890 stat64("/usr/lib", {st_mode=S_IFDIR|0755, st_size=32768, ...}) = 0
10059 20:02:39.603907 open("/lib/i486-linux-gnu/tls/i686/sse2/cmov/libnss_db.so.2", O_RDONLY) = -1 ENOENT (No such file or directory)
10059 20:02:39.603921 stat64("/lib/i486-linux-gnu/tls/i686/sse2/cmov", 0xbf93dddc) = -1 ENOENT (No such file or directory)
10059 20:02:39.603936 open("/lib/i486-linux-gnu/tls/i686/sse2/libnss_db.so.2", O_RDONLY) = -1 ENOENT (No such file or directory)
10059 20:02:39.603950 stat64("/lib/i486-linux-gnu/tls/i686/sse2", 0xbf93dddc) = -1 ENOENT (No such file or directory)
10059 20:02:39.603962 open("/lib/i486-linux-gnu/tls/i686/cmov/libnss_db.so.2", O_RDONLY) = -1 ENOENT (No such file or directory)
